epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
115,9801.53,0.70427,0.74718,0.42202,0.0039,0.31222,0.92361,0.9551,0.97672,0.83167,0.92558,0.95714,0.97731,0.86551,0.6323,0.59888,0.34274,0.00472,0,0.0012476,0.0012476,0.0012476
116,9886.37,0.70377,0.74059,0.39726,0.00379,0.27708,0.94343,0.93469,0.97816,0.81714,0.94755,0.93878,0.97933,0.85664,0.65528,0.60691,0.35951,0.0049,0,0.001241,0.001241,0.001241
117,9970.69,0.69771,0.73973,0.38533,0.00382,0.30551,0.92015,0.94068,0.97785,0.82096,0.92413,0.94459,0.97939,0.86368,0.66167,0.6019,0.36692,0.00497,0,0.0012344,0.0012344,0.0012344
118,10055,0.70143,0.74069,0.40906,0.00374,0.28366,0.91014,0.95918,0.98091,0.83881,0.91304,0.96429,0.98211,0.8779,0.63857,0.59658,0.32029,0.00472,0,0.0012278,0.0012278,0.0012278
119,10143.4,0.69862,0.75801,0.40098,0.00373,0.30859,0.92002,0.94898,0.97435,0.83714,0.93894,0.93878,0.9776,0.86478,0.67203,0.66466,0.3316,0.00508,0,0.0012212,0.0012212,0.0012212
120,10227.5,0.68826,0.74318,0.38651,0.00366,0.27424,0.92802,0.94716,0.97327,0.83213,0.93201,0.95124,0.97713,0.85926,0.641,0.63707,0.3481,0.00481,0,0.0012146,0.0012146,0.0012146
121,10313.7,0.71752,0.72967,0.39779,0.00399,0.3079,0.9176,0.93265,0.97864,0.83939,0.92362,0.93878,0.98026,0.86602,0.63892,0.5973,0.3695,0.00489,0,0.001208,0.001208,0.001208
122,10398.8,0.70006,0.75465,0.42048,0.00376,0.31052,0.92756,0.93469,0.97775,0.84401,0.91752,0.95351,0.97947,0.86939,0.6169,0.59505,0.33325,0.00465,0,0.0012014,0.0012014,0.0012014
123,10483.6,0.69547,0.74546,0.40713,0.00397,0.34779,0.91749,0.97583,0.98133,0.83704,0.90922,0.97959,0.98139,0.87049,0.64675,0.60035,0.32535,0.00481,0,0.0011948,0.0011948,0.0011948
124,10571.3,0.69947,0.72031,0.41633,0.00373,0.32744,0.92299,0.95918,0.98077,0.84452,0.92495,0.96122,0.98174,0.87252,0.63071,0.60239,0.30525,0.00472,0,0.0011882,0.0011882,0.0011882
125,10657.9,0.70061,0.72987,0.40816,0.00387,0.33986,0.94721,0.93061,0.98276,0.83266,0.9119,0.96327,0.98238,0.86757,0.66058,0.61728,0.33102,0.005,0,0.0011816,0.0011816,0.0011816
126,10741.4,0.70606,0.73522,0.40863,0.00389,0.36827,0.93837,0.93223,0.97745,0.83285,0.94043,0.93428,0.97869,0.86952,0.66206,0.60004,0.34696,0.0051,0,0.001175,0.001175,0.001175
127,10828.2,0.70616,0.74284,0.42536,0.00376,0.33474,0.94105,0.93469,0.97486,0.83694,0.94061,0.93739,0.97726,0.86297,0.60707,0.60619,0.34821,0.00451,0,0.0011684,0.0011684,0.0011684
128,10913.4,0.67427,0.71701,0.3944,0.00379,0.29352,0.91323,0.96651,0.9811,0.84656,0.91515,0.96855,0.98147,0.87321,0.60765,0.58697,0.31618,0.00462,0,0.0011618,0.0011618,0.0011618
129,10999.3,0.70226,0.73295,0.40706,0.00371,0.32463,0.92789,0.97161,0.98333,0.83413,0.93135,0.96903,0.983,0.87869,0.65823,0.60596,0.30675,0.00507,0,0.0011552,0.0011552,0.0011552
130,11083.5,0.69782,0.7534,0.41035,0.00392,0.31746,0.91171,0.93878,0.97279,0.82186,0.91369,0.94082,0.97272,0.86416,0.67875,0.65634,0.35331,0.00514,0,0.0011486,0.0011486,0.0011486
131,11167.4,0.68445,0.72783,0.41628,0.00374,0.35778,0.93408,0.95432,0.98007,0.84392,0.93408,0.95432,0.97992,0.87312,0.6221,0.60824,0.31465,0.00462,0,0.001142,0.001142,0.001142
132,11252.8,0.68805,0.73133,0.40533,0.00366,0.27289,0.91227,0.94898,0.97368,0.83895,0.91423,0.95102,0.97594,0.87892,0.63319,0.64159,0.3606,0.00472,0,0.0011354,0.0011354,0.0011354
133,11341.6,0.69535,0.75178,0.40845,0.00372,0.28603,0.93456,0.93269,0.97759,0.84781,0.9364,0.93673,0.9796,0.88199,0.62359,0.58855,0.32523,0.00476,0,0.0011288,0.0011288,0.0011288
134,11428.1,0.67101,0.70336,0.3767,0.00357,0.26888,0.90146,0.97088,0.97834,0.84382,0.90715,0.977,0.98045,0.88011,0.62256,0.57378,0.31429,0.00475,0,0.0011222,0.0011222,0.0011222
135,11514.5,0.69316,0.72513,0.41705,0.00371,0.30065,0.92249,0.94723,0.97897,0.84315,0.9514,0.91892,0.97964,0.88408,0.6357,0.63724,0.29888,0.0048,0,0.0011156,0.0011156,0.0011156
136,11599.4,0.67903,0.7147,0.39092,0.00386,0.31709,0.9136,0.95918,0.97899,0.83967,0.91554,0.96122,0.98011,0.87897,0.64143,0.63915,0.30709,0.005,0,0.001109,0.001109,0.001109
137,11685.6,0.69954,0.7354,0.41438,0.00378,0.34772,0.92677,0.95102,0.97648,0.82346,0.9228,0.94694,0.97587,0.86207,0.66627,0.60343,0.35018,0.00505,0,0.0011024,0.0011024,0.0011024
138,11772.5,0.69284,0.73017,0.42452,0.00355,0.30832,0.93707,0.94205,0.97987,0.84831,0.93707,0.94205,0.97994,0.88177,0.62473,0.58127,0.31225,0.00477,0,0.0010958,0.0010958,0.0010958
139,11858.1,0.68651,0.71415,0.37411,0.00356,0.28292,0.94255,0.93759,0.98055,0.84272,0.94255,0.93759,0.98053,0.89037,0.61996,0.58145,0.30278,0.00463,0,0.0010892,0.0010892,0.0010892
140,11941.9,0.67901,0.71677,0.37425,0.00363,0.27315,0.92803,0.94733,0.9793,0.85136,0.93402,0.95345,0.98097,0.88668,0.59234,0.5675,0.29418,0.00435,0,0.0010826,0.0010826,0.0010826
141,12028.3,0.66865,0.70545,0.39047,0.00356,0.29329,0.94498,0.97143,0.98595,0.85128,0.94498,0.97143,0.98597,0.89299,0.61674,0.56191,0.29603,0.00446,0,0.001076,0.001076,0.001076
142,12114.3,0.64312,0.6799,0.37381,0.00354,0.26002,0.92109,0.97675,0.98224,0.84586,0.92302,0.97879,0.98297,0.89289,0.62606,0.57452,0.28464,0.00478,0,0.0010694,0.0010694,0.0010694
143,12199.1,0.64738,0.68244,0.34956,0.00343,0.25304,0.92593,0.9695,0.98226,0.85764,0.9325,0.96735,0.98263,0.89044,0.61479,0.54536,0.29262,0.00466,0,0.0010628,0.0010628,0.0010628
144,12283.5,0.67161,0.68261,0.37151,0.00351,0.26473,0.94478,0.96531,0.98339,0.84871,0.94678,0.96735,0.9839,0.88643,0.6194,0.56541,0.3,0.00453,0,0.0010562,0.0010562,0.0010562
145,12370.8,0.64607,0.68538,0.35907,0.00355,0.24753,0.9562,0.9449,0.98491,0.85997,0.9531,0.9449,0.98461,0.89189,0.59199,0.56056,0.28878,0.00446,0,0.0010496,0.0010496,0.0010496
146,12457.1,0.65936,0.7111,0.38669,0.00356,0.28113,0.94304,0.9449,0.98154,0.85544,0.943,0.94533,0.98168,0.88863,0.60813,0.58827,0.29831,0.00453,0,0.001043,0.001043,0.001043
147,12541.6,0.64693,0.69847,0.36572,0.00345,0.27389,0.92581,0.97143,0.98433,0.85743,0.92581,0.97143,0.98323,0.89094,0.60672,0.61883,0.28464,0.0045,0,0.0010364,0.0010364,0.0010364
148,12627.9,0.65109,0.70437,0.3628,0.00338,0.28252,0.93684,0.96868,0.98375,0.86106,0.93684,0.96868,0.98359,0.89586,0.58366,0.57754,0.27842,0.00426,0,0.0010298,0.0010298,0.0010298
149,12715.1,0.6452,0.68161,0.36184,0.00344,0.24833,0.92639,0.95033,0.9809,0.85616,0.92838,0.95237,0.98186,0.89097,0.59604,0.58426,0.29177,0.00444,0,0.0010232,0.0010232,0.0010232
150,12802.3,0.64378,0.68737,0.34021,0.00347,0.25001,0.94937,0.95675,0.98535,0.86717,0.95777,0.94898,0.98584,0.89918,0.56326,0.55866,0.29398,0.00411,0,0.0010166,0.0010166,0.0010166
151,12888.2,0.66602,0.71385,0.36771,0.00352,0.28042,0.9487,0.94343,0.98321,0.8636,0.95426,0.93878,0.98435,0.89536,0.57323,0.55492,0.27375,0.00415,0,0.00101,0.00101,0.00101
152,12974.6,0.63935,0.69478,0.35052,0.00333,0.24293,0.94967,0.96276,0.98758,0.87058,0.94473,0.97143,0.98805,0.90078,0.56435,0.54709,0.25553,0.00413,0,0.0010034,0.0010034,0.0010034
153,13060.2,0.63459,0.70307,0.35219,0.00348,0.27728,0.93491,0.96327,0.98496,0.86134,0.93491,0.96327,0.98482,0.88785,0.57888,0.57549,0.29334,0.00431,0,0.0009968,0.0009968,0.0009968
154,13144.7,0.66159,0.70629,0.37406,0.00336,0.30144,0.95493,0.9513,0.98515,0.864,0.95902,0.95517,0.98582,0.89782,0.5821,0.55406,0.30297,0.00429,0,0.0009902,0.0009902,0.0009902
155,13230,0.64577,0.68785,0.36204,0.00344,0.28312,0.95698,0.95339,0.98528,0.85792,0.96108,0.95747,0.98701,0.89968,0.60238,0.53491,0.26257,0.00452,0,0.0009836,0.0009836,0.0009836
156,13314.6,0.65153,0.6723,0.36367,0.00355,0.25957,0.93607,0.96939,0.98702,0.86346,0.94001,0.97347,0.98762,0.89496,0.57858,0.56864,0.28402,0.00425,0,0.000977,0.000977,0.000977
157,13401.8,0.62291,0.65994,0.34643,0.00333,0.25637,0.91721,0.97959,0.98574,0.87108,0.93893,0.96122,0.98636,0.90009,0.56862,0.56522,0.26909,0.00416,0,0.0009704,0.0009704,0.0009704
158,13488.2,0.64851,0.68695,0.36956,0.00356,0.26673,0.9367,0.95102,0.98516,0.87054,0.93871,0.95306,0.98588,0.89673,0.56643,0.56867,0.2913,0.00421,0,0.0009638,0.0009638,0.0009638
159,13574.9,0.65704,0.68985,0.36577,0.0034,0.25785,0.9346,0.96237,0.98268,0.85669,0.93658,0.96441,0.98327,0.88253,0.59293,0.5712,0.29195,0.00441,0,0.0009572,0.0009572,0.0009572
160,13660,0.64657,0.7013,0.35619,0.00327,0.27935,0.93831,0.96232,0.98411,0.85569,0.9403,0.96436,0.98505,0.89136,0.61243,0.59073,0.27595,0.00467,0,0.0009506,0.0009506,0.0009506
161,13748.1,0.65066,0.68989,0.35953,0.00345,0.27542,0.90815,0.96735,0.98379,0.84836,0.90639,0.96827,0.98347,0.88421,0.61707,0.62055,0.33913,0.00476,0,0.000944,0.000944,0.000944
162,13833.7,0.63786,0.69044,0.35175,0.00352,0.29112,0.93694,0.97035,0.98516,0.85923,0.93497,0.96831,0.98441,0.89144,0.59934,0.58708,0.28253,0.00438,0,0.0009374,0.0009374,0.0009374
163,13917.8,0.62625,0.68468,0.36956,0.00342,0.28847,0.94073,0.96531,0.98534,0.86276,0.94073,0.96531,0.98521,0.89152,0.56922,0.55667,0.28292,0.0042,0,0.0009308,0.0009308,0.0009308
164,14005.7,0.64504,0.68871,0.38211,0.00346,0.28466,0.93821,0.96068,0.98297,0.86342,0.93993,0.96327,0.98373,0.89206,0.58727,0.57842,0.27822,0.00441,0,0.0009242,0.0009242,0.0009242
165,14091.8,0.65173,0.70303,0.36651,0.0035,0.28341,0.9398,0.95584,0.98279,0.86348,0.9398,0.95584,0.98239,0.89091,0.58503,0.59505,0.27495,0.00437,0,0.0009176,0.0009176,0.0009176
166,14177.9,0.6333,0.69746,0.36213,0.00342,0.28965,0.93938,0.94868,0.98395,0.86413,0.9414,0.95072,0.98403,0.89763,0.5834,0.58838,0.28014,0.0043,0,0.000911,0.000911,0.000911
167,14261.8,0.63607,0.68484,0.35973,0.00341,0.27179,0.93865,0.93675,0.98187,0.85855,0.93661,0.93471,0.98148,0.88816,0.60124,0.58179,0.30904,0.00443,0,0.0009044,0.0009044,0.0009044
168,14347.5,0.63359,0.67582,0.34344,0.00334,0.26073,0.9421,0.95918,0.98583,0.86958,0.9421,0.95918,0.98547,0.89629,0.5757,0.58064,0.27463,0.00423,0,0.0008978,0.0008978,0.0008978
169,14432.6,0.6334,0.65053,0.33315,0.00337,0.27618,0.94322,0.94898,0.98398,0.85331,0.94524,0.95102,0.98479,0.89521,0.60427,0.56876,0.30037,0.00444,0,0.0008912,0.0008912,0.0008912
170,14517.5,0.63176,0.68653,0.34801,0.00334,0.26459,0.94784,0.97347,0.98605,0.86762,0.94982,0.97551,0.98571,0.89747,0.58176,0.58148,0.25746,0.00426,0,0.0008846,0.0008846,0.0008846
171,14604.9,0.63893,0.67013,0.33647,0.00343,0.25414,0.94513,0.94904,0.98372,0.85784,0.94513,0.94904,0.98349,0.8949,0.58268,0.56549,0.26804,0.00431,0,0.000878,0.000878,0.000878
172,14691.3,0.6252,0.68125,0.34691,0.00339,0.30422,0.92789,0.97158,0.98257,0.86247,0.92789,0.97158,0.97963,0.8894,0.57949,0.59363,0.28354,0.00423,0,0.0008714,0.0008714,0.0008714
173,14778.1,0.62574,0.6622,0.33554,0.00334,0.24732,0.93404,0.96531,0.98301,0.86473,0.93526,0.96735,0.98445,0.89663,0.56645,0.54574,0.27115,0.00418,0,0.0008648,0.0008648,0.0008648
174,14863.2,0.62347,0.66243,0.32195,0.00333,0.25575,0.93406,0.97143,0.98494,0.86462,0.93406,0.97143,0.9851,0.89196,0.57237,0.56515,0.29323,0.00416,0,0.0008582,0.0008582,0.0008582
175,14952.5,0.61161,0.6451,0.32943,0.00331,0.23535,0.94422,0.96733,0.98498,0.87266,0.94422,0.96733,0.98487,0.90529,0.56323,0.55528,0.26358,0.00404,0,0.0008516,0.0008516,0.0008516
176,15040.1,0.6245,0.67382,0.34412,0.00319,0.25877,0.93181,0.96531,0.98378,0.86439,0.93378,0.96735,0.98368,0.89626,0.56468,0.56708,0.29599,0.00411,0,0.000845,0.000845,0.000845
177,15127,0.61363,0.64598,0.32531,0.00331,0.24521,0.94149,0.96531,0.98377,0.87028,0.94348,0.96735,0.98362,0.89799,0.55133,0.55605,0.27806,0.00404,0,0.0008384,0.0008384,0.0008384
178,15214.9,0.62676,0.64099,0.32952,0.00332,0.23797,0.93922,0.97766,0.98479,0.86262,0.94314,0.98174,0.98637,0.89322,0.56967,0.53627,0.25422,0.00413,0,0.0008318,0.0008318,0.0008318
179,15301,0.62546,0.67521,0.3534,0.00335,0.29354,0.94855,0.96735,0.9839,0.86986,0.95255,0.97143,0.98516,0.90342,0.57311,0.54107,0.26733,0.00412,0,0.0008252,0.0008252,0.0008252
180,15387,0.61045,0.65737,0.33461,0.00325,0.23259,0.94661,0.96531,0.98328,0.87095,0.95061,0.96939,0.98412,0.89673,0.55915,0.54437,0.2639,0.004,0,0.0008186,0.0008186,0.0008186
181,15473.8,0.60693,0.64343,0.3216,0.00329,0.23349,0.93948,0.96939,0.98447,0.87338,0.9435,0.97347,0.98515,0.8987,0.53479,0.51613,0.2611,0.00389,0,0.000812,0.000812,0.000812
182,15558.7,0.60974,0.66264,0.3241,0.00306,0.24344,0.94684,0.94511,0.98648,0.88076,0.94887,0.94898,0.98653,0.90154,0.53211,0.54754,0.24987,0.00381,0,0.0008054,0.0008054,0.0008054
183,15646.6,0.61692,0.65764,0.32537,0.00333,0.26345,0.94477,0.97747,0.98586,0.87242,0.94674,0.97951,0.98624,0.90067,0.55493,0.56088,0.24965,0.00402,0,0.0007988,0.0007988,0.0007988
184,15733.6,0.62657,0.65687,0.32965,0.00335,0.24227,0.94751,0.95786,0.9856,0.8749,0.94751,0.95786,0.98549,0.9006,0.55517,0.5703,0.25879,0.00405,0,0.0007922,0.0007922,0.0007922
185,15819.4,0.60812,0.65905,0.33881,0.00319,0.27941,0.9564,0.94002,0.98596,0.87023,0.95649,0.94221,0.98665,0.89917,0.57611,0.56915,0.25427,0.00418,0,0.0007856,0.0007856,0.0007856
186,15906.2,0.61831,0.67522,0.34504,0.00311,0.26729,0.94206,0.96232,0.98444,0.86919,0.94079,0.97285,0.985,0.89487,0.56477,0.5486,0.26692,0.00403,0,0.000779,0.000779,0.000779
187,15994.7,0.60159,0.6397,0.31606,0.00313,0.24803,0.96768,0.94286,0.9861,0.88224,0.96616,0.94694,0.98711,0.90213,0.55869,0.53393,0.26919,0.00401,0,0.0007724,0.0007724,0.0007724
188,16081,0.59761,0.66415,0.31851,0.00313,0.25943,0.9317,0.96939,0.98493,0.87802,0.93562,0.97347,0.98584,0.89496,0.54092,0.5431,0.26812,0.00393,0,0.0007658,0.0007658,0.0007658
189,16168.2,0.6077,0.65236,0.31912,0.00314,0.24477,0.94701,0.96122,0.98576,0.87961,0.94902,0.96327,0.98638,0.90332,0.53398,0.51952,0.25891,0.00391,0,0.0007592,0.0007592,0.0007592
190,16255.6,0.60294,0.64611,0.31101,0.00311,0.21497,0.9393,0.97551,0.98703,0.87417,0.94127,0.97755,0.98722,0.90174,0.55414,0.52556,0.25512,0.00409,0,0.0007526,0.0007526,0.0007526
191,16341,0.59293,0.64266,0.31337,0.0031,0.22252,0.93792,0.98163,0.98651,0.8859,0.93792,0.98163,0.98651,0.91098,0.52731,0.50113,0.24786,0.00378,0,0.000746,0.000746,0.000746
192,16425.9,0.60071,0.65736,0.32916,0.00316,0.24676,0.93257,0.97551,0.98572,0.87718,0.93453,0.97755,0.98605,0.90391,0.54722,0.51549,0.26611,0.00388,0,0.0007394,0.0007394,0.0007394
193,16514.6,0.62388,0.65904,0.33264,0.00308,0.23887,0.94218,0.96327,0.98618,0.88152,0.94417,0.96531,0.98636,0.90474,0.53148,0.50516,0.24571,0.00379,0,0.0007328,0.0007328,0.0007328
194,16601.9,0.60345,0.65368,0.32897,0.00315,0.23929,0.94154,0.93878,0.98225,0.87053,0.94359,0.94082,0.98248,0.90013,0.53246,0.51553,0.31613,0.00387,0,0.0007262,0.0007262,0.0007262
195,16686.9,0.59752,0.64285,0.33441,0.00307,0.2548,0.97166,0.94286,0.98745,0.87494,0.97376,0.9449,0.98802,0.89278,0.55,0.50245,0.26856,0.00394,0,0.0007196,0.0007196,0.0007196
196,16773.6,0.57722,0.62918,0.30727,0.00309,0.23414,0.94657,0.97619,0.98663,0.87837,0.94858,0.97883,0.98689,0.90438,0.52366,0.4989,0.26121,0.00378,0,0.000713,0.000713,0.000713
197,16864.1,0.59854,0.65753,0.32253,0.00308,0.26072,0.94972,0.96122,0.98669,0.87697,0.95021,0.96122,0.98662,0.90228,0.549,0.50709,0.26474,0.00417,0,0.0007064,0.0007064,0.0007064
198,16952.4,0.5811,0.6268,0.29769,0.003,0.22523,0.94602,0.97551,0.98695,0.87907,0.94364,0.97347,0.98666,0.90749,0.52871,0.49765,0.24182,0.00381,0,0.0006998,0.0006998,0.0006998
199,17040.3,0.58058,0.6268,0.31371,0.00311,0.23012,0.93642,0.97347,0.98615,0.87476,0.92979,0.973,0.98608,0.89959,0.53082,0.53223,0.23968,0.00392,0,0.0006932,0.0006932,0.0006932
200,17126.3,0.57059,0.61163,0.30438,0.00297,0.25339,0.95766,0.97143,0.98739,0.88056,0.95967,0.97347,0.98773,0.90136,0.53384,0.50823,0.23556,0.00395,0,0.0006866,0.0006866,0.0006866
201,17210.4,0.59163,0.64902,0.31966,0.00298,0.23609,0.96497,0.94082,0.98497,0.87617,0.95766,0.94694,0.98631,0.90523,0.52595,0.49421,0.25306,0.00373,0,0.00068,0.00068,0.00068
202,17297.4,0.6022,0.64728,0.32733,0.00312,0.24291,0.94681,0.95714,0.98771,0.88099,0.95085,0.96122,0.98886,0.90953,0.55179,0.50436,0.23056,0.00406,0,0.0006734,0.0006734,0.0006734
203,17385.1,0.58311,0.6413,0.32163,0.00303,0.22679,0.94907,0.95102,0.98561,0.87728,0.95111,0.95306,0.98602,0.9071,0.54085,0.49873,0.24573,0.00392,0,0.0006668,0.0006668,0.0006668
204,17472.5,0.56326,0.60974,0.29208,0.00295,0.22619,0.96887,0.95289,0.98806,0.8835,0.96712,0.96041,0.98861,0.9064,0.54265,0.50691,0.23568,0.00389,0,0.0006602,0.0006602,0.0006602
205,17557.9,0.59076,0.64661,0.32585,0.00301,0.24507,0.9269,0.97347,0.98584,0.87236,0.93084,0.97755,0.98692,0.89783,0.54866,0.5225,0.25184,0.00397,0,0.0006536,0.0006536,0.0006536
206,17646.1,0.57579,0.62343,0.30482,0.00295,0.21926,0.92474,0.97793,0.9862,0.8779,0.92667,0.97997,0.98684,0.90202,0.52836,0.51828,0.25543,0.00382,0,0.000647,0.000647,0.000647
207,17735.7,0.57968,0.63659,0.29799,0.00293,0.21259,0.96683,0.94898,0.98562,0.87755,0.95939,0.94898,0.98694,0.90007,0.53978,0.52284,0.25572,0.00394,0,0.0006404,0.0006404,0.0006404
208,17824,0.56832,0.61814,0.29285,0.00299,0.20918,0.95857,0.95714,0.98556,0.88195,0.95832,0.95918,0.9859,0.90722,0.52786,0.514,0.25116,0.00385,0,0.0006338,0.0006338,0.0006338
209,17909.3,0.56944,0.61176,0.29045,0.00295,0.20828,0.93827,0.95918,0.98407,0.88095,0.94027,0.96122,0.98457,0.90424,0.53368,0.50748,0.25929,0.00383,0,0.0006272,0.0006272,0.0006272
210,17997.3,0.57998,0.62798,0.31098,0.00294,0.23063,0.94257,0.9449,0.98293,0.87503,0.93088,0.96205,0.98401,0.90612,0.53311,0.49703,0.25892,0.00387,0,0.0006206,0.0006206,0.0006206
211,18083.6,0.56833,0.61893,0.30002,0.00304,0.20268,0.95139,0.95102,0.9842,0.87837,0.95343,0.95306,0.98463,0.90711,0.52124,0.48456,0.24918,0.00384,0,0.000614,0.000614,0.000614
212,18171,0.56555,0.61234,0.29832,0.00286,0.19423,0.92558,0.96457,0.98367,0.88557,0.9295,0.96866,0.98493,0.90915,0.51216,0.492,0.26272,0.00369,0,0.0006074,0.0006074,0.0006074
213,18257.4,0.58314,0.65447,0.30185,0.00294,0.19539,0.93375,0.97803,0.98622,0.88503,0.93765,0.98211,0.98746,0.90377,0.51458,0.49252,0.24238,0.00376,0,0.0006008,0.0006008,0.0006008
214,18345.4,0.56481,0.61633,0.29528,0.00291,0.1893,0.95737,0.96252,0.98667,0.88675,0.95381,0.96933,0.98729,0.90707,0.51755,0.49919,0.23426,0.00376,0,0.0005942,0.0005942,0.0005942
215,18432.8,0.56551,0.62113,0.30383,0.00289,0.19902,0.96222,0.96122,0.98697,0.88734,0.96222,0.96122,0.98832,0.90839,0.52218,0.52491,0.22366,0.00382,0,0.0005876,0.0005876,0.0005876
216,18520,0.55418,0.6104,0.28253,0.00292,0.2019,0.96507,0.95859,0.98833,0.88625,0.96718,0.96327,0.98876,0.90921,0.51553,0.50014,0.23542,0.00372,0,0.000581,0.000581,0.000581
217,18606.6,0.55654,0.60946,0.30129,0.00283,0.22968,0.96307,0.95788,0.98715,0.8866,0.96717,0.96196,0.98829,0.91124,0.51661,0.50055,0.23691,0.00372,0,0.0005744,0.0005744,0.0005744
218,18693.7,0.55347,0.60835,0.29537,0.00288,0.2141,0.9444,0.96735,0.98634,0.88704,0.94639,0.96939,0.98702,0.91004,0.51742,0.50131,0.24572,0.00373,0,0.0005678,0.0005678,0.0005678
219,18782.3,0.55868,0.61978,0.2941,0.00286,0.21862,0.94402,0.97143,0.98742,0.886,0.94604,0.97347,0.98792,0.9104,0.5485,0.51937,0.23964,0.00406,0,0.0005612,0.0005612,0.0005612
220,18871.9,0.55643,0.61183,0.29743,0.00288,0.20827,0.9646,0.96327,0.98771,0.89014,0.96531,0.96549,0.9882,0.91258,0.53344,0.48793,0.23454,0.00394,0,0.0005546,0.0005546,0.0005546
221,18958.6,0.56755,0.62901,0.29953,0.00279,0.20534,0.94285,0.97634,0.98671,0.88634,0.94679,0.98038,0.98758,0.90814,0.53735,0.49989,0.24045,0.00388,0,0.000548,0.000548,0.000548
222,19046.7,0.56959,0.6232,0.28771,0.00285,0.21521,0.92445,0.97387,0.98529,0.8867,0.92469,0.97755,0.98614,0.90339,0.52521,0.48475,0.25685,0.00378,0,0.0005414,0.0005414,0.0005414
223,19133.2,0.56009,0.62149,0.28534,0.00292,0.21663,0.97048,0.94694,0.9861,0.88222,0.97202,0.94898,0.9864,0.91036,0.52995,0.48487,0.24616,0.00388,0,0.0005348,0.0005348,0.0005348
224,19216.1,0.55689,0.6075,0.29103,0.003,0.21225,0.94438,0.9702,0.98659,0.87612,0.94336,0.97347,0.98731,0.90634,0.55097,0.50038,0.26297,0.00409,0,0.0005282,0.0005282,0.0005282
225,19303.6,0.56195,0.63507,0.31287,0.00288,0.2293,0.93108,0.96501,0.98603,0.88152,0.93158,0.97347,0.98661,0.90565,0.52252,0.49019,0.27953,0.0038,0,0.0005216,0.0005216,0.0005216
226,19389.5,0.57493,0.61685,0.30212,0.00286,0.22239,0.95343,0.96327,0.98671,0.88455,0.95545,0.96531,0.98709,0.90899,0.52626,0.49508,0.24665,0.00388,0,0.000515,0.000515,0.000515
227,19478.1,0.55082,0.6121,0.29774,0.00282,0.21745,0.93609,0.97959,0.98707,0.88806,0.93804,0.98163,0.98732,0.91518,0.52814,0.49573,0.23808,0.00389,0,0.0005084,0.0005084,0.0005084
228,19562,0.55978,0.60319,0.30468,0.00292,0.23688,0.94242,0.96874,0.9865,0.88449,0.94964,0.962,0.98668,0.91216,0.53498,0.50766,0.24268,0.00388,0,0.0005018,0.0005018,0.0005018
229,19651.2,0.56412,0.60586,0.29521,0.00293,0.21851,0.94552,0.95626,0.98561,0.88049,0.93642,0.96531,0.98578,0.90924,0.54118,0.50627,0.24595,0.00398,0,0.0004952,0.0004952,0.0004952
230,19736.9,0.55451,0.5949,0.2722,0.00281,0.1849,0.95568,0.95306,0.98612,0.88685,0.95717,0.9551,0.98624,0.90988,0.5309,0.49814,0.24779,0.00389,0,0.0004886,0.0004886,0.0004886
231,19822.7,0.55433,0.60839,0.28433,0.00281,0.20708,0.96063,0.95714,0.98683,0.88358,0.96032,0.95714,0.98687,0.90894,0.51598,0.49033,0.23899,0.00371,0,0.000482,0.000482,0.000482
232,19909.9,0.54259,0.58294,0.27461,0.00285,0.2055,0.95012,0.97189,0.98769,0.88749,0.95012,0.97189,0.98769,0.91557,0.5152,0.47973,0.22188,0.00369,0,0.0004754,0.0004754,0.0004754
233,19995.5,0.56515,0.62086,0.2872,0.00298,0.20699,0.94278,0.97509,0.9866,0.88842,0.94474,0.97692,0.98694,0.91152,0.52417,0.48905,0.24167,0.0038,0,0.0004688,0.0004688,0.0004688
234,20082.8,0.56525,0.61942,0.29883,0.00289,0.21874,0.9537,0.96689,0.98559,0.88779,0.95566,0.96122,0.98533,0.91077,0.51897,0.50332,0.23826,0.00373,0,0.0004622,0.0004622,0.0004622
235,20167.1,0.5436,0.59954,0.28316,0.00283,0.20073,0.95429,0.96531,0.98723,0.88566,0.95429,0.96531,0.98723,0.91306,0.51607,0.47976,0.22958,0.00371,0,0.0004556,0.0004556,0.0004556
236,20253.1,0.55918,0.61751,0.28723,0.0029,0.2063,0.94968,0.97347,0.98717,0.88597,0.95167,0.97551,0.98742,0.9123,0.51991,0.48609,0.2294,0.00374,0,0.000449,0.000449,0.000449
237,20340.8,0.54517,0.59641,0.29188,0.00278,0.19383,0.95564,0.96731,0.98727,0.88861,0.95564,0.96731,0.98724,0.91324,0.50738,0.49736,0.22072,0.0037,0,0.0004424,0.0004424,0.0004424
238,20428.6,0.55199,0.60287,0.29367,0.00281,0.19345,0.93719,0.97143,0.98604,0.88859,0.93719,0.97143,0.98611,0.9107,0.501,0.49019,0.23046,0.00363,0,0.0004358,0.0004358,0.0004358
